10.2307/1261104,"Premiumgist is online day to news updated site, which provides Nigerian entertainment news, famous person gossip & rumors, Politics Nigeria, unbelievable facts and latest scandals with exclusive videos, photos and interview.",Premium Gist,,,,,,44.8275862,30,0
10.2307/1261105,Logit! Nigeria's No 1 delivery on demand courier platform Food/Personal delivery/Retail:08186277259 Inquiry : 07058898341 BBM:C003E5A35,LOGIT! NG,,,,,,18.4210526,14,0
10.2307/1261117,The African University of Creative Arts is a new private higher institutions focused on teaching and research in creativity and innovation,African University of Creative Arts,,,,,,41.3793103,21,0
10.2307/1261122,A price comparison website in Nigeria.,Bestprices,,,,,,12.9032258,6,0
10.2307/1261135,"Non fuel Generator  This is a Electric Current generator designed in Nigeria and produced with quality. The features and odvantage are :- Noiseless, No carbon Emission ,Eco friendly, 24/7 supply , Easy to operate,user friendly,No monthly Servicing  it operates on simple magnetic and high volt core which then steps down once the device is stated.",Dexstar Solutions Platform,,,,,,35.2941176,52,0
10.2307/1261136,Hojah mobile app helps busy people order favorite food from the closest seller. Every order receives attention withing 15 mins. Its discentralized location-based delivery model empowers sellers to deliver quickly.,Hojah Food Delivery,,,,,,46.875,29,0
10.2307/1261137,"Naijastudentroom.com is a website, finding rental properties or room mates for tertiary students and young professionals in Nigeria. Naijastudentroom.com  With Naijastudent.com students can secure rental properties or flatmates to share properties with, share experiences and also browse businesses located within their property of interest.",naija student room,,,,,,72.7272727,44,0
10.2307/1261138,"The Biggest Entertainment Platform in Africa Online  Imagine Cable TV online with 2500+ Channels, Streaming, Shopping, Movies, Music, News, Live Radio ,TV Shows, Events, Shows, Fashion, Gadgets, Accessories of all your favourite Stars showcasing their contents to their core vetted fanbase through the Stars Platform  Our Technology is created with the primary mission of Eradicating Piracy of Creative Contents in Music, Movies and Book Publishing by Tracking the Contents from the Distributor to the Retailers to the Consumer so that maximum revenues gets back to the creators of this contents instead of the pirates hiding behind the retailers",  STARS  NG  ,,,,,,35.483871,97,1
10.2307/1261139,"Bazar NG is Nigeria's Online Virtual Marketplace. Imagine walking into a market, naturally you would find retail outlets of various items. Now with that picture in mind and considering that the world has become a global village it is only ideal that They have a platform that effectively help businesses to connect with the right customers by showcasing their business online.  With Bazar NG there's hope for a cake designer, a boutique owner, a fashion designer, a phone dealer, a car dealer and all the likes to take their business beyond the walls of their shops into the fast growing internet world.",Bazar NG,,,,,,48.8372093,102,0
10.2307/1261140,Reelif provides a platform for users to upload their photos for print.,Reelif,,,,,,26.6666667,12,0
10.2307/1261141,"Helping corporate entity and other high energy user to identify saving opportunity in their energy usage (monthly, quarterly and annually) .  Real-time monitoring of energy use via the cloud into your pcs and hand held devices and of reduction in carbon emission (Green House Gases - GHG).  We work through a 3 prolong strategy.",Patdavella Energy,,,,,,39.4736842,51,0
10.2307/1261142,HQ Africa is a strategy and business development consultancy.,HQ Africa,,,,,,19.5652174,9,0
10.2307/1261143,"Trueborn Enterprise is a marketplace for passionate, Investors, business partners, developers, programmers, coders, and consultants.",Trueborn Enterprise,,,,,,28.5714286,15,1
10.2307/1261144,"Artizanni Helps Nigerians residing overseas to design,build,buy,verify,document and manage Real Estate Anywhere in Nigeria.",Artizanni Ltd,,,,,,27.2727273,14,0
10.2307/1261145,"Insured.ng is a free, impartial online comparison service that helps you to compare prices on a range of insurance products and services. They can help you save money by maximising the use of Their comparison tool as They have direct contacts with insurance companies. Their aim is to help you take advantage of the best prices and services on offer from insurance companies. This will aid in making the best decision that best suits you. Their services are comprehensive and convenient to assist customers compare prices and pick the best option for them.",Insured ng,,,,,,30.7692308,93,0
10.2307/1261146,"Travelbeta.com is a premium online travel agency with flights to over 900 destinations and 300,000 hotels around the world on it's portal. Travelbeta.com aims to make the process of booking flights, hotels and trip packages easy and quick, whilst fulfilling its Mission ""to deliver memorable travel experiences to all customers without exception"". Travelbeta is the brainchild of a group of passionate professionals with backgrounds in the Hospitality, Business Services, Logistics, Finance, and Communications industries who all possess a genuine love for travel.",Travelbeta,,,,,,30.7692308,80,1
10.2307/1261148,The face of Telemedicine in Nigeria,PelMedic,,,,,,35.7142857,6,0
10.2307/1261151,"SMEBIZINFO is at the core of bringing to you, viable business opportunities which are targeted at the Nigerian SME community to enable you access information relevant to your business. We are working to become the major information gateway that links you with business opportunities in more practical ways than just dissemination of information.  We engage our extensive network to obtain information that are easily convertible to opportunities for your business and also help to connect you with opportunities that work for your business growth- whether as a startup or an established business.",SMEbizinfo,,,,,,48.1481481,92,0
10.2307/1261152,Wecyclers gives low-income communities in developing countries a chance to capture value from waste and clean up their neighbourhood through incentive-based recycling.,Wecyclers,,,,,,71.4285714,22,0
10.2307/1261153,"trading agicultural products, import/export,investment opportunity ( equity crowdfunding),projects",Elegance Multipurpose Business Ventures,,,,,,48.8372093,7,0
10.2307/1261154,AceBeauti is an early stage location-based startup in Nigeria that helps users discover and book beauty services in and around their neighborhood based on review and recommendations from trusted friends.,AceBeauti,,,,,,62.5,30,0
10.2307/1261155,"Specializes in providing testing, analysis services for deep foundation, Telecommunication, Project Management and Consultancy.",Protech Integrated Technology Ltd,,,,,,23.3333333,14,0
10.2307/1261156,"LEAP Africa is a non-profit organization that was founded by Ndidi Nwuneli (MFR). Since its inception in May 2002, LEAP has successfully launched programmes for entrepreneurs and youth in twenty six cities including the FCT in collaboration with non-profit organizations and leading financial institutions.  They offer a range of training programmes for youth, business owners, social entrepreneurs, managers and public officers. Their  core programmes broadly categorized as business and youth leadership trainings have been delivered across Nigeria and Africa. Areas of training include life and employability skills development, personal and organizational leadership, governance, business ethics, succession planning and talent management. These programmes have enhanced the life and leadership skills of over 35, 000 Nigerians.","Leadership, Effectiveness, Accountability and Professionalism",,,,,,80.5555556,111,0
10.2307/1261157,TalentBase is an affordable and easy-to-use HRM solution enabling HR managers and growing businesses simplify and organize their HR processes.,TalentBase,,,,,,23.6842105,20,0
10.2307/1261158,Vamtopia.com.ng is an online real estate marketplace based in Nigeria. We help our clients acquire their dream properties without stress,Vamtopia Unique Concepts Limited,,,,,,21.4285714,20,0
10.2307/1261159,"Furnish.NG is Nigeria's Largest One-Stop Online Furniture & Homeware, and Interior Decoration Marketplace. Furnish.NG assembles over 10,000 items cutting across 200 categories. From sofas to cabinets to chairs to beds to kitchenware to tables to shelves and so much more.  Furnish.NG will offer customers many ways to customize their items through the web interface. Customers will have the ability to choose the colour of their sofas or colour/texture of leather or wood finish of their dining table and chairs or the legs of their armchairs or the size of their beds and mattresses or number of seats of their sofa sets or number of seats of their dining set, etc. There is no one-size fits all at Furnish.NG. Customers choose at Furnish.NG!  Furnish.NG will provide the much-needed succour by acting as an intermediary between the often-vulnerable customers and the furniture maker/vendor. The Service Level Agreement signed between Furnish.NG and vendors/manufacturers will ensure that customers get full value for the money the first time, always and timely. Customers will no longer have to face the annoying disappointments from furniture makers or vendors. Furnish.NG will basically do all the dirty works for them.  Furnish.NG is built on the philosophy ""Everyone deserves a quality living."" No matter your budget, you will find a piece of furniture which suits your needs. Moreso, our Quality Management System and contract with our experienced vendors ensure that you get maximum value for your investment each time you shop with us.",Furnish.NG,,,,,,18.5185185,240,0
10.2307/1261160,The Mouka name is synonymous with Quality. Mouka was the first foam company to offer a quality warranty on our mattresses and other poly-urethane products.,Mouka,,,,,,14.2857143,25,0
10.2307/1261161,Order and receiver items from any shop around you.,Olive Arts,,,,,,9.6774194,9,0
10.2307/1261162,"The Trent is a rich mash of politics, business, technology, lifestyle, pop culture, opinions, causes, news, and editorials. The Trent covers news 24/7 from politics, to economy, to crime, world events, celebrity, fashion and style, events, red carpets, entertainment, and the city.",The Trent,,,,,,61.5384615,41,0
